sample,hifi_dir,hic_dir,version,date,tolid,taxid,species
OG910,/scratch/pawsey0964/lhuet/ref-gen/OG910/hifi,/scratch/pawsey0964/lhuet/ref-gen/OG910/hic,hic2,v241127,OG910,443688,Choerodon rubescens

